Institute Id,Institute Name,City,State,Score_21,Rank_21,TLR_21,RPC_21,GO_21,OI_21,Perception_21,Score_20,Rank_20,TLR_20,RPC_20,GO_20,OI_20,Perception_20,Score_19,Rank_19,TLR_19,RPC_19,GO_19,OI_19,Perception_19,Score_18,Rank_18,TLR_18,RPC_18,GO_18,OI_18,Perception_18,Score_17,Rank_17,TLR_17,RPC_17,GO_17,OI_17,Perception_17,Score_16,Rank_16,TLR_16,RPC_16,GO_16,OI_16,Perception_16
IR-P-C-54626,Girijananda Chowdhury Institute of Pharmaceutical Science,Guwahati,Assam,,,,,,,,37.31,72.0,56.49,8.58,60.49,40.97,15.83,36.62,72.0,56.71,7.24,60.55,38.19,15.06,,,,,,,,,,,,,,,,,,,,,
IR-P-C-33635,Principal K.M. Kundnani College of Pharmacy,Mumbai,Maharashtra,,,,,,,,37.29,73.0,57.24,6.55,58.13,54.12,11.19,38.15,61.0,60.43,2.39,58.49,53.3,22.73,40.1,46,56.43,13.68,55.42,53.51,26.38,40.37,29.0,54.83,17.65,51.98,56.77,25.39,,,,,,,
IR-P-U-0938,Dr. Vishwanath Karad MIT World Peace University,Pune,Maharashtra,,,,,,,,37.29,73.0,68.68,1.95,48.93,51.96,11.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-P-U-0164,Kurukshetra University,Kurukshetra,Haryana,,,,,,,,,,,,,,,40.18,53.0,51.05,24.26,43.19,43.2,46.22,,,,,,,,,,,,,,,,,,,,,
IR-P-U-0270,Devi Ahilya Vishwavidyalaya,Indore,Madhya Pradesh,,,,,,,,,,,,,,,39.33,55.0,54.54,14.22,62.62,46.66,15.06,40.11,45,55.12,16.88,51.68,46.47,35.16,39.2,31.0,52.97,16.8,48.27,62.99,23.16,,,,,,,
IR-P-C-41561,MAEERS Maharashtra Institute of Pharmacy,Pune,Maharashtra,,,,,,,,,,,,,,,38.17,60.0,65.27,7.34,55.76,52.45,0.0,,,,,,,,,,,,,,,,,,,,,
IR-P-C-19591,Sultan Ul Uloom College of  Pharmacy,Hyderabad,Telangana,,,,,,,,,,,,,,,37.65,65.0,60.42,2.0,65.06,53.57,5.64,,,,,,,,,,,,,,,,,,,,,
IR-P-C-241,B. K. Modi Goverment Pharmacy College,Rajkot,Gujarat,,,,,,,,,,,,,,,37.24,66.0,66.21,2.85,51.69,42.67,19.07,,,,,,,,,,,,,,,,,,,,,
IR-P-I-1339,MVP Samaj's College of Pharmacy,Nashik,Maharashtra,,,,,,,,,,,,,,,36.81,70.0,62.77,1.12,59.8,51.22,5.64,,,,,,,,36.11,47.0,55.37,1.47,54.42,69.38,12.4,53.16,28.0,58.57,31.55,70.64,51.98,77.0
IR-P-C-8257,AL Shifa College of Pharmacy,Kozhikode,Kerala,,,,,,,,,,,,,,,36.6,73.0,59.29,1.9,50.17,50.02,32.1,,,,,,,,,,,,,,,,,,,,,
IR-P-C-40298,Al Ameen College Of Pharmacy,Bengaluru,Karnataka,,,,,,,,,,,,,,,36.25,75.0,54.94,11.28,35.76,40.59,51.81,,,,,,,,,,,,,,,59.67,13.0,53.48,58.55,45.51,67.7,91.0
IR-1-P-P-I-1244,"Department of Pharmaceutical Sciences, Dibrugarh University",Dibrugarh,Assam,,,,,,,,,,,,,,,,,,,,,,44.42,29,58.98,30.19,58.93,29.26,29.52,45.12,22.0,52.26,40.24,56.46,48.3,12.48,51.41,36.0,63.96,67.25,30.0,44.55,9.0
IR-1-P-P-C-30768,"College of Pharmacy, Pt. B. D. Sharma, PGIMS",Rohtak,Haryana,,,,,,,,,,,,,,,,,,,,,,41.49,38,53.79,23.92,58.09,54.72,10.75,,,,,,,,,,,,,,
IR17-PHRM-2-18023,University Institute of Pharmaceutical Sciences,Chandigarh,Chandigarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.59,3.0,68.01,57.93,87.0,90.44,53.75,77.1,2.0,73.86,97.59,69.89,50.06,77.0
IR17-PHRM-1-22,Dr. Harisingh Gour Vishwavidyalaya-Sagar,Sagar,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.13,11.0,42.06,63.2,40.57,64.03,50.37,,,,,,,
IR17-PHRM-1-17804,I.S. F. College of Pharmacy,Moga,Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR17-PHRM-1-17868,"Department of Pharmaceutical Sciences, Maharshi Dayanand University, Rohtak.",Rohtak,Haryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.53,28.0,50.85,24.79,44.38,67.11,22.45,,,,,,,
IR17-PHRM-1-17659,"Sanjivani College of Pharmaceutical Education and Research, Kopargaon",Kopargaon,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.44,32.0,59.98,9.09,53.6,70.0,0.03,,,,,,,
IR17-PHRM-2-1-216,Guru Jambeshwar University of Science and Technology,Hissar,Haryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.59,44.0,59.35,25.41,14.44,58.42,24.34,,,,,,,
IR17-PHRM-1-17169,Institute of Pharmaceutical Education and Research,Wardha,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.28,45.0,52.27,26.25,28.56,65.08,5.11,,,,,,,
IR17-PHRM-1-1-2815712186,Gurunanak College of Pharmacy,Nagpur,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.99,49.0,61.31,6.77,44.87,65.0,0.98,,,,,,,
IR17-PHRM-1-17746,AISSMS College of Pharmacy,Pune,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,50.0,53.59,15.65,39.19,63.11,7.66,52.17,33.0,50.23,69.71,43.71,33.56,46.0
